,j,Polarity,Coverage,Overlaps,Conflicts
gitcproc_message_keyword_bug,0,[1],0.03566970347334764,0.026115807454776402,0.0
gitcproc_message_keyword_fix,1,[1],0.2766742586833691,0.06028535762778678,0.0
gitcproc_message_keyword_issu,2,[1],0.05536332179930796,0.03187004511409925,0.0
gitcproc_message_keyword_mistak,3,[1],0.0011442775174105382,0.0008979019753843459,0.0
gitcproc_message_keyword_incorrect,4,[1],0.003279532214970873,0.002491130480487057,0.0
gitcproc_message_keyword_fault,5,[1],0.00036135079497174894,0.00021352546975603347,0.0
gitcproc_message_keyword_defect,6,[1],0.0005967763129078884,0.00020257544566598047,0.0
gitcproc_message_keyword_flaw,7,[1],8.212518067539749e-05,4.927510840523849e-05,0.0
gitcproc_message_keyword_type,8,[1],0.018713591169900574,0.008792869344312558,0.0
